Geo Point;Geo Shape;Kategorie;Bezeichnung;Adresse;Ort;Land;PLZ;Information;Parkplatzart;Anzahl_Parkplätze
47.428283408014224,9.374985728445475;"{""coordinates"": [9.374985728445475, 47.428283408014224], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Müller-Friedberg-Strasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.42075917093107,9.36993999747296;"{""coordinates"": [9.36993999747296, 47.42075917093107], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Hörnlistrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.41944090040404,9.367113200798443;"{""coordinates"": [9.367113200798443, 47.41944090040404], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Davidstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.42404076550855,9.360032501504268;"{""coordinates"": [9.360032501504268, 47.42404076550855], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Dietlistrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.41728028232282,9.380269566231933;"{""coordinates"": [9.380269566231933, 47.41728028232282], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Demutstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.42845705678662,9.37669065098072;"{""coordinates"": [9.37669065098072, 47.42845705678662], ""type"": ""Point""}";Parkplätze, Parkhäuser;Platztor;Unterer Graben;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 6;Weiss (bewirtschaftet);6.0
47.42582347076118,9.36055516922499;"{""coordinates"": [9.36055516922499, 47.42582347076118], ""type"": ""Point""}";Parkplätze, Parkhäuser;Bistro Schoren;Schorenstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.403868029269645,9.331511000038784;"{""coordinates"": [9.331511000038784, 47.403868029269645], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Marweesstrasse;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.42424745196128,9.37098603640229;"{""coordinates"": [9.37098603640229, 47.42424745196128], ""type"": ""Point""}";Parkplätze, Parkhäuser;Parkgarage Rathaus;Poststrasse;St.Gallen;Schweiz;9000;Unterirdisch, Garage: 87;Unterirdisch, Garage;87.0
47.40767456544327,9.298845364122327;"{""coordinates"": [9.298845364122327, 47.40767456544327], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Zürcher Strasse;St.Gallen;Schweiz;9015;Weiss (bewirtschaftet): 8;Weiss (bewirtschaftet);8.0
47.41930116902152,9.36811349697779;"{""coordinates"": [9.36811349697779, 47.41930116902152], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Unterstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 17;Erweiterte Blaue Zone;17.0
47.433665268157235,9.400661318814505;"{""coordinates"": [9.400661318814505, 47.433665268157235], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Bruggstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.425145392002484,9.373212045119587;"{""coordinates"": [9.373212045119587, 47.425145392002484], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Aeusseres Hofgässlein;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 1;Weiss (bewirtschaftet);1.0
47.40725823278561,9.32927088478584;"{""coordinates"": [9.32927088478584, 47.40725823278561], ""type"": ""Point""}";Parkplätze, Parkhäuser;Bahnhof Bruggen;Stationsweg;St.Gallen;Schweiz;9014;Weiss (bewirtschaftet): 8;Weiss (bewirtschaftet);8.0
47.43325986651026,9.405143614757698;"{""coordinates"": [9.405143614757698, 47.43325986651026], ""type"": ""Point""}";Parkplätze, Parkhäuser;Paul Grüninger Stadion;Grütlistrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 5;Erweiterte Blaue Zone;5.0
47.419280070417564,9.365752668833242;"{""coordinates"": [9.365752668833242, 47.419280070417564], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Güterbahnhofstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.41930750283961,9.353353669902924;"{""coordinates"": [9.353353669902924, 47.41930750283961], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Nordstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.4243189873774,9.367630307100258;"{""coordinates"": [9.367630307100258, 47.4243189873774], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Tellstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.44230967966761,9.387676347145364;"{""coordinates"": [9.387676347145364, 47.44230967966761], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Schoeckstrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.43942491982616,9.38826419275695;"{""coordinates"": [9.38826419275695, 47.43942491982616], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Federerstrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.42129227802118,9.371010961116118;"{""coordinates"": [9.371010961116118, 47.42129227802118], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Speerstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.439839437418364,9.386096136516544;"{""coordinates"": [9.386096136516544, 47.439839437418364], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Goethestrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.4348891686211,9.382318257499735;"{""coordinates"": [9.382318257499735, 47.4348891686211], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Lessingstrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.44119135013104,9.38915018522888;"{""coordinates"": [9.38915018522888, 47.44119135013104], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Hompelistrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.4444310352441,9.41717605527984;"{""coordinates"": [9.41717605527984, 47.4444310352441], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Lerchentalstrasse;St.Gallen;Schweiz;9016;Kundenparkplatz: 1;Kundenparkplatz;1.0
47.42586025531577,9.35822801035852;"{""coordinates"": [9.35822801035852, 47.42586025531577], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Paul-Brandt-Strasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 6;Erweiterte Blaue Zone;6.0
47.4276092962668,9.371170224517359;"{""coordinates"": [9.371170224517359, 47.4276092962668], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Dufourstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 5;Erweiterte Blaue Zone;5.0
47.407421908488146,9.325935488475967;"{""coordinates"": [9.325935488475967, 47.407421908488146], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Kräzernstrasse;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 5;Erweiterte Blaue Zone;5.0
47.43540185587424,9.387197292988082;"{""coordinates"": [9.387197292988082, 47.43540185587424], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Farbgutstrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.43168770759768,9.393149268166196;"{""coordinates"": [9.393149268166196, 47.43168770759768], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Fidesstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 11;Erweiterte Blaue Zone;11.0
47.43767820119234,9.381719723065293;"{""coordinates"": [9.381719723065293, 47.43767820119234], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Hölderlinstrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 5;Erweiterte Blaue Zone;5.0
47.41269009472061,9.36566145246885;"{""coordinates"": [9.36566145246885, 47.41269009472061], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Nestweiherstrasse;St.Gallen;Schweiz;9012;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.42347337062639,9.382830797641795;"{""coordinates"": [9.382830797641795, 47.42347337062639], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Wildeggstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 6;Erweiterte Blaue Zone;6.0
47.42164368838418,9.375143341987242;"{""coordinates"": [9.375143341987242, 47.42164368838418], ""type"": ""Point""}";Parkplätze, Parkhäuser;Parkhaus Einstein;Berneggstrasse;St.Gallen;Schweiz;9000;Hotelhalt: 1;Hotelhalt;1.0
47.42164284853115,9.374797205557927;"{""coordinates"": [9.374797205557927, 47.42164284853115], ""type"": ""Point""}";Parkplätze, Parkhäuser;Parkhaus Einstein;Wassergasse;St.Gallen;Schweiz;9000;Carparkplatz: 2;Carparkplatz;2.0
47.4291506214858,9.381363519316661;"{""coordinates"": [9.381363519316661, 47.4291506214858], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Hadwigstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.415743843820515,9.397071966783981;"{""coordinates"": [9.397071966783981, 47.415743843820515], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Wenigerstrasse;St.Gallen;Schweiz;9011;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.429224658311306,9.382555467365066;"{""coordinates"": [9.382555467365066, 47.429224658311306], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Burkhardstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.406385729994696,9.333508964982082;"{""coordinates"": [9.333508964982082, 47.406385729994696], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Lehnhaldenstrasse;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.40414827408023,9.328028586544946;"{""coordinates"": [9.328028586544946, 47.40414827408023], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Lehnhaldenstrasse;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.43149526716601,9.375683307490759;"{""coordinates"": [9.375683307490759, 47.43149526716601], ""type"": ""Point""}";Parkplätze, Parkhäuser;Universität St.Gallen;Dufourstrasse;St.Gallen;Schweiz;9000;Invalidenparkplatz: 1;Invalidenparkplatz;1.0
47.42540460462612,9.38201712040475;"{""coordinates"": [9.38201712040475, 47.42540460462612], ""type"": ""Point""}";Parkplätze, Parkhäuser;Lämmlisbrunnenstrasse Südseite;Lämmlisbrunnenstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.41584051769448,9.314879734361456;"{""coordinates"": [9.314879734361456, 47.41584051769448], ""type"": ""Point""}";Parkplätze, Parkhäuser;Athleticum (Eröffnung November 1997);Gaiserwaldstrasse;St.Gallen;Schweiz;9015;Kundenparkplatz: 6;Kundenparkplatz;6.0
47.4165559323095,9.382386027280754;"{""coordinates"": [9.382386027280754, 47.4165559323095], ""type"": ""Point""}";Parkplätze, Parkhäuser;;St.Georgen-Strasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 6;Erweiterte Blaue Zone;6.0
47.42077138121424,9.375067386550791;"{""coordinates"": [9.375067386550791, 47.42077138121424], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Felsenstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.42499851973802,9.373093252377378;"{""coordinates"": [9.373093252377378, 47.42499851973802], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Hintere Poststrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.424074926602536,9.379098482968915;"{""coordinates"": [9.379098482968915, 47.424074926602536], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Zeughausgasse;St.Gallen;Schweiz;9000;Invalidenparkplatz: 1;Invalidenparkplatz;1.0
47.4109765460994,9.366225493661775;"{""coordinates"": [9.366225493661775, 47.4109765460994], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Im Grund;St.Gallen;Schweiz;9012;Erweiterte Blaue Zone: 8;Erweiterte Blaue Zone;8.0
47.43778848683909,9.391157789859871;"{""coordinates"": [9.391157789859871, 47.43778848683909], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Pelikanstrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.43448755693536,9.383432162683016;"{""coordinates"": [9.383432162683016, 47.43448755693536], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Heinestrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.4332268645652,9.38172676617066;"{""coordinates"": [9.38172676617066, 47.4332268645652], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Heinestrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.42575248364528,9.406251661964385;"{""coordinates"": [9.406251661964385, 47.42575248364528], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Huebstrasse;St.Gallen;Schweiz;9011;Ohne Markierung: 1;Ohne Markierung;1.0
47.43626855501115,9.384684186945618;"{""coordinates"": [9.384684186945618, 47.43626855501115], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Schubertstrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.4304423019712,9.401799316935888;"{""coordinates"": [9.401799316935888, 47.4304423019712], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Goldbrunnenstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.43817849766372,9.392084797021838;"{""coordinates"": [9.392084797021838, 47.43817849766372], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Rabenstrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 5;Erweiterte Blaue Zone;5.0
47.41879015626811,9.351897255797356;"{""coordinates"": [9.351897255797356, 47.41879015626811], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Kamorstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.42089427261804,9.370774670617697;"{""coordinates"": [9.370774670617697, 47.42089427261804], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Davidstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.42075895437795,9.37124874786545;"{""coordinates"": [9.37124874786545, 47.42075895437795], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Teufener Strasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.42093426096962,9.37143038485393;"{""coordinates"": [9.37143038485393, 47.42093426096962], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Teufener Strasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.43811076948948,9.388134413780866;"{""coordinates"": [9.388134413780866, 47.43811076948948], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Iddastrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 13;Erweiterte Blaue Zone;13.0
47.43709198212755,9.387201075960817;"{""coordinates"": [9.387201075960817, 47.43709198212755], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Iddastrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.42914314813453,9.382653064183907;"{""coordinates"": [9.382653064183907, 47.42914314813453], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Burkhardstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.43709956598995,9.374408645881942;"{""coordinates"": [9.374408645881942, 47.43709956598995], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Glärnischstrasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.4369146237472,9.37420181538097;"{""coordinates"": [9.37420181538097, 47.4369146237472], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Glärnischstrasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.44041338413437,9.380624127401902;"{""coordinates"": [9.380624127401902, 47.44041338413437], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Lienertstrasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.43609238950966,9.39044878920561;"{""coordinates"": [9.39044878920561, 47.43609238950966], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Kolumbanstrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.428829429787775,9.388443778662268;"{""coordinates"": [9.388443778662268, 47.428829429787775], ""type"": ""Point""}";Parkplätze, Parkhäuser;Bürgerspital St. Gallen;Rorschacher Strasse;St.Gallen;Schweiz;9000;Invalidenparkplatz: 1;Invalidenparkplatz;1.0
47.432847487048306,9.395686473051768;"{""coordinates"": [9.395686473051768, 47.432847487048306], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Wiesentalstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 6;Erweiterte Blaue Zone;6.0
47.431888459972264,9.375852075171318;"{""coordinates"": [9.375852075171318, 47.431888459972264], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Curtistrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.41771373224488,9.351770516478128;"{""coordinates"": [9.351770516478128, 47.41771373224488], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Burgstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.44155302729852,9.381927317497102;"{""coordinates"": [9.381927317497102, 47.44155302729852], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Tanneichenstrasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.403925873885825,9.299353732404185;"{""coordinates"": [9.299353732404185, 47.403925873885825], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Letzistrasse;St.Gallen;Schweiz;9015;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.43490366051523,9.387754153543439;"{""coordinates"": [9.387754153543439, 47.43490366051523], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Aeplistrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.44242303826696,9.381228484940129;"{""coordinates"": [9.381228484940129, 47.44242303826696], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Kirchlistrasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.43409975547734,9.407945876828196;"{""coordinates"": [9.407945876828196, 47.43409975547734], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Iltisstrasse;St.Gallen;Schweiz;9016;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.43552744284566,9.386396356083013;"{""coordinates"": [9.386396356083013, 47.43552744284566], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Langgasse;St.Gallen;Schweiz;9008;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.4474914442348,9.405541796507478;"{""coordinates"": [9.405541796507478, 47.4474914442348], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Kesselhaldenstrasse;St.Gallen;Schweiz;9016;Weisse Zone (nicht bewirtschaftet): 3;Weisse Zone (nicht bewirtschaftet);3.0
47.4233040500646,9.38352393650952;"{""coordinates"": [9.38352393650952, 47.4233040500646], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Obere Wildeggstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.436087659443565,9.414040496279544;"{""coordinates"": [9.414040496279544, 47.436087659443565], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Reherstrasse;St.Gallen;Schweiz;9016;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.40744142049405,9.332880037329653;"{""coordinates"": [9.332880037329653, 47.40744142049405], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Rickenstrasse;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.43678495697013,9.392421776577816;"{""coordinates"": [9.392421776577816, 47.43678495697013], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Spyristrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.42771710589187,9.39081985421811;"{""coordinates"": [9.39081985421811, 47.42771710589187], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Kleinbergstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 5;Erweiterte Blaue Zone;5.0
47.40862805322259,9.363846785334372;"{""coordinates"": [9.363846785334372, 47.40862805322259], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Oberhofstettenstrasse;St.Gallen;Schweiz;9012;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.43454677517669,9.394551810486455;"{""coordinates"": [9.394551810486455, 47.43454677517669], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Lindentalstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 12;Weiss (bewirtschaftet);12.0
47.434881066146175,9.395125808850365;"{""coordinates"": [9.395125808850365, 47.434881066146175], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Lindentalstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 20;Weiss (bewirtschaftet);20.0
47.441132800388814,9.396154824247047;"{""coordinates"": [9.396154824247047, 47.441132800388814], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Espenmoosstrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 7;Erweiterte Blaue Zone;7.0
