Geo Point;Geo Shape;Kategorie;Bezeichnung;Adresse;Ort;Land;PLZ;Information;Parkplatzart;Anzahl_Parkplätze
47.429896977946036,9.380096555748668;"{""coordinates"": [9.380096555748668, 47.429896977946036], ""type"": ""Point""}";Parkplätze, Parkhäuser;Bei Sonnenstrasse 6;Scheffelstrasse;St.Gallen;Schweiz;9000;Kundenparkplatz: 3;Kundenparkplatz;3.0
47.42714707968816,9.389058989009609;"{""coordinates"": [9.389058989009609, 47.42714707968816], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Flurhofstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.4348322750224,9.398546608729923;"{""coordinates"": [9.398546608729923, 47.4348322750224], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Lindenstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.40821793019822,9.312581892080182;"{""coordinates"": [9.312581892080182, 47.40821793019822], ""type"": ""Point""}";Parkplätze, Parkhäuser;Samen Höhener;Breitfeldstrasse;St.Gallen;Schweiz;9015;Kundenparkplatz: 5;Kundenparkplatz;5.0
47.4086211400057,9.310792335941203;"{""coordinates"": [9.310792335941203, 47.4086211400057], ""type"": ""Point""}";Parkplätze, Parkhäuser;Sistar (Hotel und Restaurant);Breitfeldstrasse;St.Gallen;Schweiz;9015;Kundenparkplatz: 2;Kundenparkplatz;2.0
47.40830658598032,9.313365854567442;"{""coordinates"": [9.313365854567442, 47.40830658598032], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Breitfeldstrasse;St.Gallen;Schweiz;9015;Kundenparkplatz: 9;Kundenparkplatz;9.0
47.41531690567735,9.311174853593023;"{""coordinates"": [9.311174853593023, 47.41531690567735], ""type"": ""Point""}";Parkplätze, Parkhäuser;Kino Cinedome, PP auf Gebiet Gaiserwald;Bildstrasse;St.Gallen;Schweiz;9030;Kundenparkplatz: 13;Kundenparkplatz;13.0
47.41510946325791,9.31154102119866;"{""coordinates"": [9.31154102119866, 47.41510946325791], ""type"": ""Point""}";Parkplätze, Parkhäuser;Kino Cinedome, PP auf Gebiet St.Gallen;Bildstrasse;St.Gallen;Schweiz;9015;Kundenparkplatz: 13;Kundenparkplatz;13.0
47.40917427290044,9.3344749214955;"{""coordinates"": [9.3344749214955, 47.40917427290044], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Rittmeyerstrasse;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.415183850991966,9.361823139216222;"{""coordinates"": [9.361823139216222, 47.415183850991966], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Ruhbergstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.4325921345912,9.382860397924311;"{""coordinates"": [9.382860397924311, 47.4325921345912], ""type"": ""Point""}";Parkplätze, Parkhäuser;;St.Jakob-Strasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.41772647150176,9.356991217260761;"{""coordinates"": [9.356991217260761, 47.41772647150176], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Salisstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.402245523413924,9.299200392614292;"{""coordinates"": [9.299200392614292, 47.402245523413924], ""type"": ""Point""}";Parkplätze, Parkhäuser;Primarschule Kreuzbühl;Gsellstrasse;St.Gallen;Schweiz;9015;unbekannt: 10;unbekannt;10.0
47.43737805884315,9.416971690952614;"{""coordinates"": [9.416971690952614, 47.43737805884315], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Reherstrasse;St.Gallen;Schweiz;9016;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.427032078201364,9.383642403022876;"{""coordinates"": [9.383642403022876, 47.427032078201364], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Schwalbenstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.43713852272384,9.409374539849233;"{""coordinates"": [9.409374539849233, 47.43713852272384], ""type"": ""Point""}";Parkplätze, Parkhäuser;Hallenbad Blumenwies;Martinsbruggstrasse;St.Gallen;Schweiz;9016;Invalidenparkplatz: 3;Invalidenparkplatz;3.0
47.434730403570185,9.408662500596071;"{""coordinates"": [9.408662500596071, 47.434730403570185], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Fuchsenstrasse;St.Gallen;Schweiz;9016;Erweiterte Blaue Zone: 5;Erweiterte Blaue Zone;5.0
47.4297744779291,9.38273954504496;"{""coordinates"": [9.38273954504496, 47.4297744779291], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Notkerstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.420182841230364,9.370252857751431;"{""coordinates"": [9.370252857751431, 47.420182841230364], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Unterstrasse;St.Gallen;Schweiz;9000;Invalidenparkplatz: 1;Invalidenparkplatz;1.0
47.41722058775998,9.381681846359445;"{""coordinates"": [9.381681846359445, 47.41722058775998], ""type"": ""Point""}";Parkplätze, Parkhäuser;;St.Georgen-Strasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.42052595558923,9.354053147838954;"{""coordinates"": [9.354053147838954, 47.42052595558923], ""type"": ""Point""}";Parkplätze, Parkhäuser;Migros Lachen (Eröffnung 02.03.2019);Ulmenstrasse;St.Gallen;Schweiz;9000;Unterirdisch, Garage: 44;Unterirdisch, Garage;44.0
47.42112353852525,9.369626063981505;"{""coordinates"": [9.369626063981505, 47.42112353852525], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Hörnlistrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 1;Weiss (bewirtschaftet);1.0
47.421354452449314,9.346108392767594;"{""coordinates"": [9.346108392767594, 47.421354452449314], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Zwyssigstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.42637057159589,9.36154144052924;"{""coordinates"": [9.36154144052924, 47.42637057159589], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Schorenstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.424579404695194,9.384747421892788;"{""coordinates"": [9.384747421892788, 47.424579404695194], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Speicherstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 11;Erweiterte Blaue Zone;11.0
47.41605421825285,9.390259812581512;"{""coordinates"": [9.390259812581512, 47.41605421825285], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Tutilostrasse;St.Gallen;Schweiz;9011;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.43407767118753,9.377710199380004;"{""coordinates"": [9.377710199380004, 47.43407767118753], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Girtannerstrasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.42195582300128,9.354017549197216;"{""coordinates"": [9.354017549197216, 47.42195582300128], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Rosenfeldstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.422295304853655,9.352888991146465;"{""coordinates"": [9.352888991146465, 47.422295304853655], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Rosenfeldweg;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.4039394395531,9.332265284056568;"{""coordinates"": [9.332265284056568, 47.4039394395531], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Marweesstrasse;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.413388177865954,9.362862082679076;"{""coordinates"": [9.362862082679076, 47.413388177865954], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Hochwachtstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.4174116631315,9.348963875257892;"{""coordinates"": [9.348963875257892, 47.4174116631315], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Schibistrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 5;Erweiterte Blaue Zone;5.0
47.43726960858097,9.395285075386557;"{""coordinates"": [9.395285075386557, 47.43726960858097], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Spinnereistrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.41197921770753,9.343782456868052;"{""coordinates"": [9.343782456868052, 47.41197921770753], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Moosstrasse;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.41965173821752,9.38369774984489;"{""coordinates"": [9.38369774984489, 47.41965173821752], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Bitzistrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.4341577885181,9.400192655834823;"{""coordinates"": [9.400192655834823, 47.4341577885181], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Rosengartenstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.41569839381712,9.376955447133867;"{""coordinates"": [9.376955447133867, 47.41569839381712], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Demutstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.4158898681669,9.377327558635638;"{""coordinates"": [9.377327558635638, 47.4158898681669], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Demutstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.43818042888127,9.380803831281808;"{""coordinates"": [9.380803831281808, 47.43818042888127], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Peter-und-Paul-Strasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.43739271420717,9.372059545746014;"{""coordinates"": [9.372059545746014, 47.43739271420717], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Waldgutstrasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.44551269385098,9.384611126916024;"{""coordinates"": [9.384611126916024, 47.44551269385098], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Kirchlistrasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.44144935893959,9.418816018915123;"{""coordinates"": [9.418816018915123, 47.44144935893959], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Schuppisstrasse;St.Gallen;Schweiz;9016;Kundenparkplatz: 34;Kundenparkplatz;34.0
47.43906241887413,9.390676844500824;"{""coordinates"": [9.390676844500824, 47.43906241887413], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Langgasse;St.Gallen;Schweiz;9008;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.44150418592844,9.387156768038329;"{""coordinates"": [9.387156768038329, 47.44150418592844], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Goethestrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.430756268746755,9.38784433482799;"{""coordinates"": [9.38784433482799, 47.430756268746755], ""type"": ""Point""}";Parkplätze, Parkhäuser;Nordseite, Kantonsspital-Areal: Besucher;Rorschacher Strasse;St.Gallen;Schweiz;9000;Kundenparkplatz: 2;Kundenparkplatz;2.0
47.41826509680818,9.365908699894078;"{""coordinates"": [9.365908699894078, 47.41826509680818], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Unterstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.41475060956465,9.31119645822073;"{""coordinates"": [9.31119645822073, 47.41475060956465], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Bildstrasse;St.Gallen;Schweiz;9015;Invalidenparkplatz: 2;Invalidenparkplatz;2.0
47.42356279445469,9.380567425916958;"{""coordinates"": [9.380567425916958, 47.42356279445469], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Harfenbergstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.41107042405622,9.33468996830535;"{""coordinates"": [9.33468996830535, 47.41107042405622], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Alpsteinstrasse;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 9;Erweiterte Blaue Zone;9.0
47.41337098846353,9.339245771083197;"{""coordinates"": [9.339245771083197, 47.41337098846353], ""type"": ""Point""}";Parkplätze, Parkhäuser;Lidl Lerchenfeld (Eröffnung	19. März 2009);Lerchenfeldstrasse;St.Gallen;Schweiz;9014;Kundenparkplatz: 4;Kundenparkplatz;4.0
47.41346998589394,9.339171845628517;"{""coordinates"": [9.339171845628517, 47.41346998589394], ""type"": ""Point""}";Parkplätze, Parkhäuser;Lidl Lerchenfeld (Eröffnung	19. März 2009);Lerchenfeldstrasse;St.Gallen;Schweiz;9014;Kundenparkplatz: 4;Kundenparkplatz;4.0
47.43068346455012,9.381861927097978;"{""coordinates"": [9.381861927097978, 47.43068346455012], ""type"": ""Point""}";Parkplätze, Parkhäuser;Parkplatz Olma Messen St. Gallen;Jägerstrasse;St.Gallen;Schweiz;9000;Invalidenparkplatz: 1;Invalidenparkplatz;1.0
47.40283190574399,9.299665313666189;"{""coordinates"": [9.299665313666189, 47.40283190574399], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Kreuzbühlstrasse;St.Gallen;Schweiz;9015;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.40070768011211,9.298718804160064;"{""coordinates"": [9.298718804160064, 47.40070768011211], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Geigerstrasse;St.Gallen;Schweiz;9015;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.430993641091156,9.385900201608964;"{""coordinates"": [9.385900201608964, 47.430993641091156], ""type"": ""Point""}";Parkplätze, Parkhäuser;Kantonsspital St. Gallen, Haus 02;Spitalstrasse;St.Gallen;Schweiz;9000;Invalidenparkplatz: 1;Invalidenparkplatz;1.0
47.440685114272696,9.403261473352394;"{""coordinates"": [9.403261473352394, 47.440685114272696], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Zilstrasse;St.Gallen;Schweiz;9016;Erweiterte Blaue Zone: 9;Erweiterte Blaue Zone;9.0
47.419576595590804,9.353902791958722;"{""coordinates"": [9.353902791958722, 47.419576595590804], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Schönbrunnstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.43671907202626,9.373066695872659;"{""coordinates"": [9.373066695872659, 47.43671907202626], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Baumgartenstrasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.43860672016747,9.376005587626892;"{""coordinates"": [9.376005587626892, 47.43860672016747], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Dahlienstrasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.435910662637134,9.375262057401413;"{""coordinates"": [9.375262057401413, 47.435910662637134], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Waldgutstrasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.42624200362973,9.371388022673502;"{""coordinates"": [9.371388022673502, 47.42624200362973], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Zwinglistrasse;St.Gallen;Schweiz;9000;Invalidenparkplatz: 1;Invalidenparkplatz;1.0
47.40147696544121,9.337101456723351;"{""coordinates"": [9.337101456723351, 47.40147696544121], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Wolfgangweg;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.41355209280634,9.370649860984333;"{""coordinates"": [9.370649860984333, 47.41355209280634], ""type"": ""Point""}";Parkplätze, Parkhäuser;Gewerbeschule;Demutstrasse;St.Gallen;Schweiz;9012;Weiss (bewirtschaftet): 8;Weiss (bewirtschaftet);8.0
47.43843903976963,9.37885467895632;"{""coordinates"": [9.37885467895632, 47.43843903976963], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Guisanstrasse;St.Gallen;Schweiz;9010;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.4060169884877,9.339273575260947;"{""coordinates"": [9.339273575260947, 47.4060169884877], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Haggenhaldenstrasse;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.42553307521964,9.374283952564637;"{""coordinates"": [9.374283952564637, 47.42553307521964], ""type"": ""Point""}";Parkplätze, Parkhäuser;Schibenertor;Oberer Graben;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 3;Weiss (bewirtschaftet);3.0
47.40024238570699,9.3000270714594;"{""coordinates"": [9.3000270714594, 47.40024238570699], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Gsellstrasse;St.Gallen;Schweiz;9015;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.430623408630574,9.376942596414619;"{""coordinates"": [9.376942596414619, 47.430623408630574], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Dierauerstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.42528224292622,9.384113552772899;"{""coordinates"": [9.384113552772899, 47.42528224292622], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Linsebühlstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.419465295130045,9.350965404672094;"{""coordinates"": [9.350965404672094, 47.419465295130045], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Sömmerlistrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 6;Erweiterte Blaue Zone;6.0
47.43012493384901,9.383253285235131;"{""coordinates"": [9.383253285235131, 47.43012493384901], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Notkerstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.41893371866829,9.363475847411102;"{""coordinates"": [9.363475847411102, 47.41893371866829], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Paradiesstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.43927669683004,9.406846191204721;"{""coordinates"": [9.406846191204721, 47.43927669683004], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Brauerstrasse;St.Gallen;Schweiz;9016;Erweiterte Blaue Zone: 11;Erweiterte Blaue Zone;11.0
47.43718145350841,9.391049161619723;"{""coordinates"": [9.391049161619723, 47.43718145350841], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Kolumbanstrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.435730725412164,9.379303635267433;"{""coordinates"": [9.379303635267433, 47.435730725412164], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Peter-und-Paul-Strasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.434467722607565,9.411778904710228;"{""coordinates"": [9.411778904710228, 47.434467722607565], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Oberhaldenstrasse;St.Gallen;Schweiz;9016;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.41756127402926,9.36925038880872;"{""coordinates"": [9.36925038880872, 47.41756127402926], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Schneebergstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.41913062520731,9.374321903731706;"{""coordinates"": [9.374321903731706, 47.41913062520731], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Schneebergstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 13;Erweiterte Blaue Zone;13.0
47.41621295725992,9.356101730570934;"{""coordinates"": [9.356101730570934, 47.41621295725992], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Stückelbergstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.42589435307444,9.372433164362498;"{""coordinates"": [9.372433164362498, 47.42589435307444], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Rosenbergstrasse;St.Gallen;Schweiz;9000;Güterumschlag: 2;Güterumschlag;2.0
47.43448239136714,9.376588084947372;"{""coordinates"": [9.376588084947372, 47.43448239136714], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Wartmannstrasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.43662346303577,9.383450549211622;"{""coordinates"": [9.383450549211622, 47.43662346303577], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Lessingstrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.40896365613396,9.334905025778438;"{""coordinates"": [9.334905025778438, 47.40896365613396], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Obere Friedhofstrasse;St.Gallen;Schweiz;9014;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.43505082799006,9.38116438069272;"{""coordinates"": [9.38116438069272, 47.43505082799006], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Wartensteinstrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.4181132410869,9.354386198250781;"{""coordinates"": [9.354386198250781, 47.4181132410869], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Turnerstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.41773479166726,9.354884124780558;"{""coordinates"": [9.354884124780558, 47.41773479166726], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Turnerstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.44005715947136,9.37509280249491;"{""coordinates"": [9.37509280249491, 47.44005715947136], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Holzstrasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.43237243213594,9.399199161242494;"{""coordinates"": [9.399199161242494, 47.43237243213594], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Krontalstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.43612408137892,9.388110937226385;"{""coordinates"": [9.388110937226385, 47.43612408137892], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Taubenstrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.41979039898881,9.369263229462883;"{""coordinates"": [9.369263229462883, 47.41979039898881], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Unterstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.42311544589545,9.37421616461586;"{""coordinates"": [9.37421616461586, 47.42311544589545], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Oberer Graben;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.41700289889602,9.36619894750143;"{""coordinates"": [9.36619894750143, 47.41700289889602], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Melonenstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.412183949724565,9.352631624022104;"{""coordinates"": [9.352631624022104, 47.412183949724565], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Ruhsitzstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.41572284935146,9.314852891503511;"{""coordinates"": [9.314852891503511, 47.41572284935146], ""type"": ""Point""}";Parkplätze, Parkhäuser;Athleticum (Eröffnung November 1997);Gaiserwaldstrasse;St.Gallen;Schweiz;9015;Invalidenparkplatz: 1;Invalidenparkplatz;1.0
47.423397011828015,9.379123710944283;"{""coordinates"": [9.379123710944283, 47.423397011828015], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Moosbruggstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 1;Weiss (bewirtschaftet);1.0
47.41448734371704,9.387801066452635;"{""coordinates"": [9.387801066452635, 47.41448734371704], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Herbrigstrasse;St.Gallen;Schweiz;9011;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.43066439332595,9.394302791601293;"{""coordinates"": [9.394302791601293, 47.43066439332595], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Helvetiastrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.417739628059955,9.360455489090235;"{""coordinates"": [9.360455489090235, 47.417739628059955], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Ilgenstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.43202476394678,9.377841475711145;"{""coordinates"": [9.377841475711145, 47.43202476394678], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Müller-Friedberg-Strasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 6;Erweiterte Blaue Zone;6.0
47.40787622392328,9.338560012258148;"{""coordinates"": [9.338560012258148, 47.40787622392328], ""type"": ""Point""}";Parkplätze, Parkhäuser;Bahnhof Haggen;Hechtackerstrasse;St.Gallen;Schweiz;9014;Weiss (bewirtschaftet): 6;Weiss (bewirtschaftet);6.0
47.40845683133354,9.337352704890261;"{""coordinates"": [9.337352704890261, 47.40845683133354], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Gröblistrasse;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.40494965889993,9.329089044155719;"{""coordinates"": [9.329089044155719, 47.40494965889993], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Lehnhaldenstrasse;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.41037615260594,9.333152692872861;"{""coordinates"": [9.333152692872861, 47.41037615260594], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Hungerbühlerstrasse;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.42323940000655,9.378973488076989;"{""coordinates"": [9.378973488076989, 47.42323940000655], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Moosbruggstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
