Geo Point;Geo Shape;Wärmeversorgung
47.42722233980117,9.380510842658863;"{""coordinates"": [[[9.381306530225915, 47.42796742589882], [9.380652888072873, 47.42759023290814], [9.3808572362548, 47.427281580872396], [9.381083286891077, 47.42709177194351], [9.38119225190667, 47.426854942714144], [9.381224434712296, 47.42678501804519], [9.381235660632399, 47.4267605918317], [9.381302899151084, 47.42656579535446], [9.381363734151568, 47.42638953201824], [9.380983164152084, 47.426375721739056], [9.380972729803801, 47.42637533929795], [9.380604413449952, 47.426361987602036], [9.380621568394538, 47.42658180734194], [9.380536859007465, 47.42663902917965], [9.380290087463885, 47.42663697646393], [9.380176245938193, 47.42677220431968], [9.379858223778323, 47.427196061860805], [9.379956109352502, 47.42728885760807], [9.37944841604814, 47.42771598961235], [9.379434463339582, 47.427727110098736], [9.3796747156229, 47.42785854089798], [9.379908529705553, 47.42798644462628], [9.380239370419636, 47.42768271362216], [9.380594419517516, 47.42784780548207], [9.381090388473138, 47.42815527825247], [9.381306530225915, 47.42796742589882]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.428886304131666,9.381825395503343;"{""coordinates"": [[[9.382475383620676, 47.42895399895443], [9.381449104892, 47.42839234369523], [9.381249742686562, 47.42856410677663], [9.380871724198993, 47.42839430164143], [9.380735307253847, 47.42850133531995], [9.381144688518765, 47.42876105909549], [9.382334482312737, 47.42945043061088], [9.382768126088141, 47.429101427758766], [9.382475383620676, 47.42895399895443]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.42011835765498,9.36676065269372;"{""coordinates"": [[[9.367038875677265, 47.419864944284136], [9.366450709725358, 47.41964225282449], [9.36640445113935, 47.42001644704232], [9.366475970871385, 47.420178348471154], [9.36650443196912, 47.42024278579365], [9.366947157128447, 47.42059675670054], [9.367106662611906, 47.42050334392103], [9.367236305932641, 47.42029040254573], [9.366807409348661, 47.42015569770441], [9.367003473920002, 47.4198965381432], [9.367038875677265, 47.419864944284136]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.41311800006803,9.366049899356236;"{""coordinates"": [[[9.366955658695627, 47.41440650086145], [9.366898353857826, 47.4143646231963], [9.366845487657375, 47.41432050319182], [9.366802664750779, 47.41427225695341], [9.366789707750689, 47.41425302198473], [9.366777050235136, 47.414243885478655], [9.366782759447213, 47.414242692591735], [9.366767799132806, 47.41422047710608], [9.366869908486544, 47.414203937336275], [9.367109666759143, 47.414163669674984], [9.367022205552908, 47.4139263169887], [9.366970424832068, 47.413582457825406], [9.366977395662014, 47.41355132934027], [9.367486396606788, 47.4135564006368], [9.36748812795444, 47.41355626377202], [9.36759138861847, 47.413314377914084], [9.367676607687775, 47.41311414268873], [9.367795698491207, 47.413133593861424], [9.367831740773441, 47.41312310453357], [9.367882749394358, 47.41278277447759], [9.367905921286246, 47.412747767662815], [9.367917996694771, 47.41274925744176], [9.367918723052295, 47.4127232174069], [9.367033648712836, 47.41198308453988], [9.366413968203158, 47.411894963899634], [9.36583545903394, 47.41176042223383], [9.36502179327879, 47.412145336252635], [9.364463464159744, 47.41222129243243], [9.36438933474405, 47.412498659243795], [9.364210181237924, 47.41279329585773], [9.364534334232575, 47.41291527058674], [9.364477072093882, 47.413136449834994], [9.36459341973531, 47.41347799210376], [9.364924415750565, 47.41401862788506], [9.365408447548232, 47.414477394734426], [9.365940021578652, 47.414495798766914], [9.36601001213105, 47.414476952503826], [9.3662142438951, 47.41441344668477], [9.36622894769736, 47.414423457795515], [9.366325476273982, 47.414489611673176], [9.36635871260969, 47.41451104547161], [9.366392529761194, 47.41453204671868], [9.366426914807537, 47.41455262462636], [9.366462044733767, 47.41457254232317], [9.366497715409983, 47.41459201913866], [9.366533913263904, 47.414611046301985], [9.366564803923493, 47.414624799885495], [9.36659751363057, 47.414636444837356], [9.36663174705166, 47.41464587812161], [9.36666715651763, 47.41465301556979], [9.366703715437717, 47.414656391138216], [9.366740584158466, 47.414657341373406], [9.366777404367578, 47.41465585426069], [9.366813845223012, 47.41465194431764], [9.366850000845698, 47.41464711244753], [9.366885288614531, 47.41463991088403], [9.366919379642255, 47.41463040809437], [9.366951945693744, 47.414618690529], [9.36707003276203, 47.414537898357864], [9.367117748400778, 47.414505684989514], [9.367041513018961, 47.41447141079296], [9.366951797623686, 47.41441700164295], [9.366955658695627, 47.41440650086145]]], ""type"": ""Polygon""}";Wärmepumpen Erdsonde
47.40677791596602,9.316436265421393;"{""coordinates"": [[[9.317279569491642, 47.406827193477135], [9.317210430529066, 47.40668817559737], [9.31715568445821, 47.4066592326042], [9.317137399121195, 47.40665931399811], [9.316920343448253, 47.406761240321934], [9.31676847902249, 47.406790006650105], [9.316655516368808, 47.406725393104814], [9.316630475600574, 47.40663839689872], [9.316710447779288, 47.40655933813743], [9.316537517288296, 47.406412758427415], [9.316500850589522, 47.40634368372492], [9.316479372393275, 47.40630320566188], [9.316485619877934, 47.40621506208482], [9.316487675977637, 47.40618618513785], [9.316531181692202, 47.406124525109036], [9.31658763820118, 47.40611481760771], [9.31663265897616, 47.406070568579516], [9.316679653351116, 47.40601164076587], [9.31672865180661, 47.405914102353094], [9.316374868842107, 47.40574375996974], [9.315972596714165, 47.4056692009953], [9.315455303218355, 47.40611175207543], [9.31536861380729, 47.40713800472386], [9.315403058282328, 47.40736024914559], [9.315999530208789, 47.407380274434104], [9.316200512557081, 47.40738351300736], [9.316466503129186, 47.407388762512696], [9.316728934483574, 47.40739792886225], [9.316992774548567, 47.40741133616445], [9.317257344803977, 47.40742778088499], [9.317520208075411, 47.40744804938348], [9.317912905607773, 47.40747917874388], [9.3186285035057, 47.407536253557375], [9.318643733404613, 47.40744437397993], [9.318385231957397, 47.40737874749965], [9.318360749333365, 47.40737071589567], [9.318337307088546, 47.40736137182989], [9.318315065750099, 47.407350757674955], [9.318305737558621, 47.40734404493258], [9.31829560754895, 47.40733789403553], [9.31828475646002, 47.40733233965695], [9.31827323917581, 47.407327434884074], [9.318261149679905, 47.40732321417461], [9.31824858163846, 47.40731970299482], [9.318236188811653, 47.40731702565939], [9.318223502549317, 47.40731504584512], [9.31821062912745, 47.407313770819634], [9.31819764833233, 47.407313208281536], [9.318198288390317, 47.40730994105067], [9.317948644348917, 47.40727295006381], [9.317926044011562, 47.407244276233065], [9.317865031560256, 47.4071913872264], [9.31770357720202, 47.40705470787602], [9.31751365128124, 47.406968927030675], [9.317279569491642, 47.406827193477135]]], ""type"": ""Polygon""}";Anergie Ausbaugebiet (2024 bis 2033)
47.41029734121863,9.312651073547134;"{""coordinates"": [[[9.313480071674142, 47.41022371866048], [9.311929982819638, 47.40987015391854], [9.31170490224856, 47.410210999727106], [9.312256770576473, 47.41042846296809], [9.313281494125407, 47.41079684651931], [9.313480071674142, 47.41022371866048]]], ""type"": ""Polygon""}";Anergie Ergänzungsgebiet
47.40053406210352,9.303418950919657;"{""coordinates"": [[[9.303339389956252, 47.39916304545086], [9.303369222176357, 47.399118551938216], [9.302296704312399, 47.400261870966894], [9.303280107520301, 47.40093218974798], [9.303993867786216, 47.40212349991945], [9.30405601651704, 47.402070945217524], [9.304095782067986, 47.40203762702908], [9.304226178421827, 47.40190199209687], [9.304318868471732, 47.40177525194262], [9.304232424097709, 47.401515941254644], [9.304008600036326, 47.40084445129019], [9.303931120138065, 47.40061211169083], [9.303818459428113, 47.40027419682723], [9.30362834969507, 47.39970395051215], [9.30354963949289, 47.39946778889128], [9.303485485942115, 47.39927534117857], [9.303394157835507, 47.39925208354059], [9.303391815884096, 47.399242719776794], [9.303388221522061, 47.399233538171345], [9.3033833775836, 47.3992246196489], [9.30337735311764, 47.3992160440651], [9.303370177444169, 47.399207891916895], [9.303361931910171, 47.39920021587124], [9.303356773400616, 47.399195557873064], [9.303352214621073, 47.39919062029198], [9.303348296874487, 47.399185447444886], [9.303345020790328, 47.3991800573151], [9.30334244122931, 47.39917450299739], [9.303340559450573, 47.399168820458364], [9.303339389956252, 47.39916304545086]]], ""type"": ""Polygon""}";Wärmepumpen Erdsonde
47.42728367234249,9.39275426855547;"{""coordinates"": [[[9.392644666706772, 47.42797010006117], [9.393005017632873, 47.427752751254], [9.393903437583857, 47.427859544165635], [9.394212366403236, 47.42791383174877], [9.39441045874306, 47.4277739969714], [9.39470642721126, 47.427221329479806], [9.39471713389207, 47.42720133711615], [9.394741971452092, 47.42715496061858], [9.393727720327558, 47.42692342172621], [9.392836028345416, 47.42692468348476], [9.392119855135654, 47.42682625525136], [9.391334121084155, 47.426496896365265], [9.39097789465188, 47.4268869914897], [9.391023677785569, 47.42691385649169], [9.390996479124388, 47.42706075818393], [9.390817883690023, 47.42740917423516], [9.391335378241953, 47.427530310892074], [9.391763360240354, 47.42765294901106], [9.392221106123941, 47.42742083923278], [9.392550616511565, 47.42755809443318], [9.392404110216212, 47.427867050004544], [9.392644666706772, 47.42797010006117]]], ""type"": ""Polygon""}";Fernwärme Endausbaupotential
47.40607175684638,9.302546263621775;"{""coordinates"": [[[9.30670648607676, 47.40744732026762], [9.306106553087638, 47.405855614828035], [9.305285386610468, 47.40614551619969], [9.30450160099913, 47.40638261799989], [9.304155632761185, 47.40580788184703], [9.303587978161469, 47.40563830023412], [9.30340253059443, 47.405355288617315], [9.302911355378894, 47.404862711310486], [9.302395162554697, 47.40465652267958], [9.301655435843097, 47.40480045357449], [9.2992518909197, 47.405364757107996], [9.299467740335139, 47.40575501170513], [9.300237109486911, 47.40714599240122], [9.302550306089222, 47.40668885661383], [9.303446953579364, 47.40670432821945], [9.304783619117835, 47.406425664512845], [9.305391576961899, 47.40727802357891], [9.305536664460165, 47.40749459590014], [9.30670648607676, 47.40744732026762]]], ""type"": ""Polygon""}";Anergie Ausbaugebiet (2019 bis 2023)
47.40698596234889,9.298208618649163;"{""coordinates"": [[[9.29719721351557, 47.407849496927106], [9.297597261053815, 47.40783297554779], [9.297600342066517, 47.407849101999744], [9.298202970084647, 47.40780570251769], [9.299103502889492, 47.40777867224496], [9.300549441562062, 47.40771067449014], [9.300237109486911, 47.40714599240122], [9.299467740335139, 47.40575501170513], [9.29711024053809, 47.40637528785356], [9.296072124510792, 47.406011144271204], [9.29630251733528, 47.4062365493361], [9.296145884718362, 47.40795382513181], [9.29622292943612, 47.40794416553525], [9.296896569057886, 47.407878812840494], [9.29719721351557, 47.407849496927106]]], ""type"": ""Polygon""}";Anergie Ausbaugebiet (2019 bis 2023)
47.41672802245678,9.36786049904758;"{""coordinates"": [[[9.369238854531885, 47.41698895955994], [9.368982636897934, 47.4168856108034], [9.368634890938077, 47.41674524779296], [9.36848986235708, 47.41660177718311], [9.368461280126636, 47.41657350061856], [9.368410804505421, 47.41659652083506], [9.368301051228519, 47.41664656783815], [9.368262568520835, 47.41666110161281], [9.368245230282971, 47.41666291161627], [9.368239014211804, 47.41665890386099], [9.36820574533822, 47.41667758806387], [9.36820989822995, 47.416680991497756], [9.36820351712146, 47.416683401247816], [9.368020204745514, 47.416752652002046], [9.367947092924485, 47.41677431357748], [9.367928008894285, 47.41675392147707], [9.367924208329631, 47.41674780410038], [9.367921011915294, 47.4167415326869], [9.367918433549812, 47.41673512499828], [9.367943707494577, 47.416646156060416], [9.367955240317952, 47.41660558565779], [9.367970064190235, 47.41655341734982], [9.368012307756565, 47.41653256806823], [9.367760151354208, 47.416355347724625], [9.367790691844164, 47.416335260706624], [9.367931562284197, 47.41624264337234], [9.367696308998777, 47.416078267071626], [9.367464972480919, 47.415916227083784], [9.367502750563483, 47.41589103506854], [9.367269704660876, 47.415731164487596], [9.367125443784037, 47.41563212383137], [9.36717175099723, 47.41560418048559], [9.367084693945877, 47.41552551654283], [9.366929107636452, 47.41538493729323], [9.36691499423438, 47.415372208364666], [9.366885547134673, 47.415345628267225], [9.366229076613493, 47.41558085482313], [9.366003691566208, 47.41574886086436], [9.365444368557597, 47.41575844998335], [9.365242138752734, 47.41577415670838], [9.365102731938183, 47.415784974040754], [9.364761548688561, 47.416247530291855], [9.365144398731779, 47.416346293910465], [9.365346712236372, 47.416179753988885], [9.365487362959632, 47.41622817782128], [9.365731582240036, 47.41603917502704], [9.366325761558866, 47.41651513843245], [9.367011204124742, 47.417131734975605], [9.367551255662068, 47.41693705326567], [9.368715233536998, 47.417410365226466], [9.368659123453432, 47.417604113807904], [9.37048947086218, 47.41817339280002], [9.371010709095353, 47.417648177279474], [9.370483446580836, 47.41742407396525], [9.370455780511547, 47.417415971492076], [9.370200555212241, 47.4173411917792], [9.370006424637301, 47.417284337738806], [9.369851837659464, 47.417225374001426], [9.369523435141971, 47.41710023687149], [9.36935883503115, 47.41703743621209], [9.369238854531885, 47.41698895955994]]], ""type"": ""Polygon""}";Wärmepumpen Erdsonde
47.45111089823351,9.420010750183382;"{""coordinates"": [[[9.420037471037428, 47.45208648952503], [9.420101499092942, 47.452017825666], [9.420163226409356, 47.45204051962795], [9.420505683406843, 47.451581386922825], [9.42076978471886, 47.45122903990184], [9.42085086786684, 47.45112085674017], [9.420869408835308, 47.4510976687736], [9.420899440169073, 47.451082417005736], [9.420915386796679, 47.45108322324238], [9.421058564601827, 47.451042864568116], [9.421346045191308, 47.45142688002315], [9.421856324422144, 47.452108307571834], [9.421895361998233, 47.452115816170284], [9.422173380211042, 47.452169257089174], [9.422424663074318, 47.452217128126016], [9.422515884836173, 47.45223040788821], [9.422532936073623, 47.45223130291792], [9.422535461350071, 47.45223143952766], [9.422532114938466, 47.45222991349104], [9.422528947734989, 47.452228213438524], [9.422525999841879, 47.452226347678916], [9.422523284850119, 47.45222432497593], [9.422519165476054, 47.4522209228531], [9.422515449314975, 47.452217306883306], [9.422512190395253, 47.45221350313033], [9.422509376131783, 47.4522095298039], [9.422507047632672, 47.45220542218633], [9.42250663103006, 47.452204565632194], [9.42250622801847, 47.45220371784172], [9.422505864103092, 47.45220285138674], [9.422561909667644, 47.452108726905806], [9.42257509209159, 47.452086620267465], [9.422596611504176, 47.45205047936966], [9.422600031612133, 47.45204473464721], [9.422905842915267, 47.45173558077518], [9.422913039145211, 47.45172830474466], [9.422913904751042, 47.45172235193673], [9.422936005311321, 47.45157094171929], [9.422616988228553, 47.45146942497779], [9.421594247504736, 47.45150324481551], [9.421072079422647, 47.450911143221845], [9.420460455615489, 47.450325691934474], [9.420377108646537, 47.45035528979163], [9.420304651114888, 47.45026453841888], [9.420228369028548, 47.45018896733388], [9.420100484773323, 47.450015989458166], [9.420074038872128, 47.450024935740416], [9.420044088367433, 47.44998465708152], [9.4200558858606, 47.44998055025463], [9.42006118853274, 47.44997869599057], [9.420017170440069, 47.44993605829948], [9.420002548917882, 47.449921320036296], [9.41986623646601, 47.44974494156395], [9.419843954563797, 47.44967337519861], [9.41983773736498, 47.44965815102181], [9.419830059579583, 47.4496432397729], [9.419820963317578, 47.44962870370826], [9.419406269778968, 47.44976767629497], [9.419573339130315, 47.449997491703044], [9.419183985248756, 47.4500134556045], [9.419075469558448, 47.44999867012604], [9.418961460593929, 47.4499756295174], [9.418850152853318, 47.44994640665438], [9.418832057985842, 47.449993707325206], [9.418834014972319, 47.44999603999146], [9.418835893432368, 47.44999840099327], [9.418837680110961, 47.4500007905576], [9.418843335968608, 47.45000949265249], [9.41884790202989, 47.45001849231539], [9.418851348772158, 47.45002770907987], [9.418846338497442, 47.45004810987098], [9.418838207420652, 47.45011864980652], [9.418840667181385, 47.45015373154425], [9.418858933939003, 47.45023077396986], [9.418846350562557, 47.45023479516533], [9.418777141790821, 47.450256907220634], [9.418478127056886, 47.450282567642304], [9.418478568691569, 47.45051183681962], [9.41856470267469, 47.45063121710871], [9.418539150789885, 47.45070589698519], [9.418534092398467, 47.45071467459845], [9.418530130976581, 47.450723703333935], [9.418527291027596, 47.45073292879097], [9.418525569874966, 47.45074227904017], [9.418447213294538, 47.45076951380629], [9.418429457291088, 47.450775683810875], [9.418398517148765, 47.45074942085355], [9.418344482371829, 47.450703130381086], [9.418304074537978, 47.4506708756336], [9.418056778433789, 47.4500917602398], [9.418185435721783, 47.45006932358091], [9.418023013590744, 47.44996746145343], [9.417944124566018, 47.45000852423794], [9.418154324718484, 47.45051360978945], [9.418176454533345, 47.450567239236214], [9.418182066672774, 47.45058082741997], [9.418189020414225, 47.45059767649843], [9.418228651702096, 47.45062902689752], [9.418311955183793, 47.450799243258864], [9.41832842108382, 47.45083289759484], [9.418351851342962, 47.45087013940232], [9.41854948526141, 47.45118421952773], [9.418427967653649, 47.45127276037672], [9.418438210932756, 47.45128319231462], [9.418795659497146, 47.45164739217386], [9.418964630402074, 47.451819883633064], [9.419090184241222, 47.45194806210408], [9.419065145895726, 47.45197026342675], [9.41922537616642, 47.45211065038731], [9.419321273267252, 47.452194667066095], [9.419389268058676, 47.45225245889418], [9.41942866249561, 47.452285945217284], [9.419563302772273, 47.45240374706979], [9.419701304082157, 47.45232684352999], [9.419805649259121, 47.452268690206225], [9.419903064124108, 47.452196836313945], [9.419943896998097, 47.45216672580415], [9.41998088968665, 47.452135007661944], [9.420037471037428, 47.45208648952503]]], ""type"": ""Polygon""}";Wärmepumpen Erdsonde
47.42033628981648,9.363247989536973;"{""coordinates"": [[[9.363283422405672, 47.42006503375434], [9.363307404526942, 47.41972267407595], [9.363348184235903, 47.41954133863704], [9.363005933199947, 47.41946832542332], [9.362891904514099, 47.419751330010044], [9.36254279463588, 47.419717790724306], [9.36258386726536, 47.420166875976335], [9.362625229763141, 47.42039327605655], [9.363042368025214, 47.42072476360493], [9.363700142658233, 47.421008777671304], [9.36412790753796, 47.42110197452345], [9.364261793579702, 47.420922767118256], [9.364059589577685, 47.42085947888732], [9.36397185051455, 47.42076096804219], [9.363959414558414, 47.42066013192188], [9.363729111288585, 47.42057893977325], [9.363862255541292, 47.42041404111069], [9.363563905950784, 47.42029532293868], [9.363408035265177, 47.420207492193796], [9.363283422405672, 47.42006503375434]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
