coord_x,coord_y,city,canton,year,street_name,street_number,multiple_floors,num_rooms,area,kitchen,status,floor,longitude,latitude
2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,2,38.0,1.0,3004,22,9.300939836839085,47.40165372385875
2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,1,15.0,1.0,3004,23,9.300939836839085,47.40165372385875
2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,2,30.0,1.0,3004,24,9.300939836839085,47.40165372385875
2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,2,32.0,1.0,3004,25,9.300939836839085,47.40165372385875
2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,1,16.0,1.0,3004,26,9.300939836839085,47.40165372385875
2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,2,38.0,1.0,3004,27,9.300939836839085,47.40165372385875
2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,1,15.0,1.0,3004,28,9.300939836839085,47.40165372385875
2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,2,30.0,1.0,3004,30,9.300939836839085,47.40165372385875
2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,2,38.0,1.0,3004,31,9.300939836839085,47.40165372385875
2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,2,30.0,1.0,3004,32,9.300939836839085,47.40165372385875
2740514.5,1251899.8,St. Gallen,SG,1945.0,Kreuzbühlstrasse,9,1,5,120.0,1.0,3004,1,9.300279013034192,47.40291672139321
2740646.0,1251944.2,St. Gallen,SG,1918.0,Herisauer Strasse,69,0,4,107.0,1.0,3004,1,9.302034558766671,47.40328788472066
2740646.0,1251944.2,St. Gallen,SG,1918.0,Herisauer Strasse,69,0,4,107.0,1.0,3004,2,9.302034558766671,47.40328788472066
2740646.0,1251944.2,St. Gallen,SG,1918.0,Herisauer Strasse,69,0,4,107.0,1.0,3004,3,9.302034558766671,47.40328788472066
2740642.7,1251768.5,St. Gallen,SG,1963.0,Blériotweg,7c,0,4,68.0,1.0,3004,1,9.301935595032443,47.40170874739203
2740642.7,1251768.5,St. Gallen,SG,1963.0,Blériotweg,7c,0,4,75.0,1.0,3004,2,9.301935595032443,47.40170874739203
2740642.7,1251768.5,St. Gallen,SG,1963.0,Blériotweg,7c,0,4,74.0,1.0,3004,3,9.301935595032443,47.40170874739203
2740694.1,1251891.0,St. Gallen,SG,1918.0,Altwinkelnstrasse,7,1,5,96.0,1.0,3004,1,9.302654859660382,47.40279925297128
2740575.8,1251912.6,St. Gallen,SG,1945.0,Kreuzbühlstrasse,3,1,5,120.0,1.0,3004,1,9.301094891985182,47.40301873421461
2740560.5,1251723.2,St. Gallen,SG,2017.0,Herisauer Strasse,90,0,3,96.0,1.0,3004,1,9.300832727397138,47.4013189705879
2740560.5,1251723.2,St. Gallen,SG,2017.0,Herisauer Strasse,90,0,3,74.0,1.0,3004,2,9.300832727397138,47.4013189705879
2740560.5,1251723.2,St. Gallen,SG,2017.0,Herisauer Strasse,90,0,3,96.0,1.0,3004,3,9.300832727397138,47.4013189705879
2740560.5,1251723.2,St. Gallen,SG,2017.0,Herisauer Strasse,90,0,3,96.0,1.0,3004,4,9.300832727397138,47.4013189705879
2740560.5,1251723.2,St. Gallen,SG,2017.0,Herisauer Strasse,90,0,2,70.0,1.0,3004,5,9.300832727397138,47.4013189705879
2740560.5,1251723.2,St. Gallen,SG,2017.0,Herisauer Strasse,90,0,3,74.0,1.0,3004,6,9.300832727397138,47.4013189705879
2740560.5,1251723.2,St. Gallen,SG,2017.0,Herisauer Strasse,90,0,3,96.0,1.0,3004,7,9.300832727397138,47.4013189705879
2740712.8,1251827.5,St. Gallen,SG,2010.0,Altwinkelnstrasse,15,0,3,92.0,1.0,3004,1,9.30288254018846,47.402224285126344
2740712.8,1251827.5,St. Gallen,SG,2010.0,Altwinkelnstrasse,15,0,3,92.0,1.0,3004,2,9.30288254018846,47.402224285126344
2740712.8,1251827.5,St. Gallen,SG,2010.0,Altwinkelnstrasse,15,0,3,92.0,1.0,3004,3,9.30288254018846,47.402224285126344
2740712.8,1251827.5,St. Gallen,SG,2010.0,Altwinkelnstrasse,15,0,3,92.0,1.0,3004,4,9.30288254018846,47.402224285126344
