Geo Point;Geo Shape;Art;Bedeutung;Typ
47.4230187292,9.3799217028;"{""coordinates"": [[[9.379953212613412, 47.42287536421317], [9.379929935914147, 47.42287323610672], [9.379912673035514, 47.4229553075609], [9.379915892176522, 47.423013040321486], [9.379888131419575, 47.423164941804814], [9.379911880213335, 47.423162563561114], [9.379939114826232, 47.42301731958938], [9.379938490774295, 47.423003843778204], [9.379936032802147, 47.4229586218616], [9.379953212613412, 47.42287536421317]]], ""type"": ""Polygon""}";Treppenanlage;Lokal;Treppenanlage
47.4232589043,9.38085114083;"{""coordinates"": [[[9.380811940471695, 47.42291252356989], [9.380802004090533, 47.422912690560985], [9.380775709791225, 47.42298990269382], [9.380762788581755, 47.423027798706016], [9.380760832810946, 47.42304286533192], [9.380772597953273, 47.42308882151809], [9.380779442477058, 47.42310201285121], [9.380790300120442, 47.42313944626362], [9.380812423032761, 47.42321567375723], [9.380840684985948, 47.42331300367677], [9.380863014785419, 47.42339380708478], [9.380911726706868, 47.42357345646161], [9.380926480354377, 47.423627918416884], [9.38097774157993, 47.42360095697023], [9.380969014296982, 47.42359357327838], [9.380964119934191, 47.423588779239715], [9.380957163836525, 47.42358088894467], [9.380950586091929, 47.42357174172646], [9.38094786045303, 47.42356716314932], [9.380899036224486, 47.42338916209876], [9.380866747928613, 47.423272682563464], [9.380846781946275, 47.42320071033354], [9.38083596220092, 47.423161773813305], [9.380803895092933, 47.42304626220037], [9.380843807488635, 47.42291755706478], [9.380811940471695, 47.42291252356989]]], ""type"": ""Polygon""}";Treppenanlage;Lokal;Treppenanlage
47.4237772883,9.38319216361;"{""coordinates"": [[[9.383113029973265, 47.42391995724784], [9.383114669974121, 47.42391731156537], [9.383122117850455, 47.423917968976944], [9.383220583394774, 47.42376719809471], [9.383301542129507, 47.423642353785496], [9.383265899548825, 47.423631968375574], [9.383082641518456, 47.42391114779592], [9.383092167145954, 47.423912795893145], [9.383091565695194, 47.423913750683866], [9.383113029973265, 47.42391995724784]]], ""type"": ""Polygon""}";Treppenanlage;Lokal;Treppenanlage
47.4249021509,9.36824789662;"{""coordinates"": [[[9.369038124789785, 47.42420623621345], [9.369048192895283, 47.42419708380724], [9.369068377464417, 47.42417876019057], [9.369203258318581, 47.42405719114114], [9.369303186688587, 47.423965996366725], [9.369303189551507, 47.42396599339407], [9.36930318981133, 47.42396599351691], [9.369342614807511, 47.4239300140981], [9.36932401203966, 47.42392407208677], [9.36930589242968, 47.42391829294059], [9.369035234136994, 47.42416410917396], [9.368754133021291, 47.424419599767766], [9.36858548404051, 47.42457186253291], [9.36849686766783, 47.424653216165694], [9.368259986636806, 47.42486847095023], [9.368250359519049, 47.424877178672816], [9.367990900085095, 47.425112926729376], [9.367933793193231, 47.42516645749842], [9.36774679054285, 47.42533551648603], [9.36763023207836, 47.42544119536596], [9.367500177031468, 47.4255589391883], [9.367431859798826, 47.425620690943305], [9.367156038354203, 47.425870106277124], [9.367186235990864, 47.42588796487147], [9.367466014008713, 47.425635055644804], [9.367533960457067, 47.4255729501853], [9.367661168644299, 47.42545786292036], [9.367759106079374, 47.425369156948136], [9.36797051275744, 47.42517772030564], [9.368027947397255, 47.42512555156341], [9.368248632397613, 47.42492498063684], [9.368522818109238, 47.42467569772995], [9.36862184552025, 47.42458385985348], [9.368785920831998, 47.42443525415821], [9.369038124789785, 47.42420623621345]]], ""type"": ""Polygon""}";Treppenanlage;Lokal;Treppenanlage
47.4254623045,9.35946446237;"{""coordinates"": [[[9.359437236539405, 47.42548678721335], [9.359609430777171, 47.42536345638151], [9.359587879898635, 47.42535019514011], [9.359416006059345, 47.42547597504158], [9.35934393592327, 47.42553111491176], [9.359378712511697, 47.425551622732684], [9.35941563765384, 47.42557197067882], [9.359416690548496, 47.4255723823269], [9.359433196621392, 47.425555580881564], [9.359383776677218, 47.42553068039671], [9.359437236539405, 47.42548678721335]]], ""type"": ""Polygon""}";Treppenanlage;Lokal;Treppenanlage
47.4262275599,9.37687142167;"{""coordinates"": [[[9.376833471663025, 47.426226651199386], [9.376871073759515, 47.42622756174413], [9.37687999061646, 47.42622777747202], [9.376890778349573, 47.426228036496376], [9.376890779984395, 47.42622800857877], [9.376833471663025, 47.426226651199386]]], ""type"": ""Polygon""}";Platzflaechen;Regional;Raum mit kulturellen und kommerziellen Angeboten
47.4253477575,9.35873133887;"{""coordinates"": [[[9.358874372303001, 47.425225446072744], [9.358860004012682, 47.42521592238386], [9.35871468568727, 47.42533810212309], [9.358603964863857, 47.42548335047617], [9.358620413760292, 47.425491345263815], [9.35862086209038, 47.42549076382017], [9.358619690326808, 47.42549043780991], [9.358729732887767, 47.4253478133795], [9.358874372303001, 47.425225446072744]]], ""type"": ""Polygon""}";Treppenanlage;Lokal;Treppenanlage
47.4256998611,9.38729542485;"{""coordinates"": [[[9.387213850512905, 47.42587713472207], [9.387223669909815, 47.42587230878098], [9.387229048764056, 47.42587365758959], [9.387274291110652, 47.42579892247178], [9.387358743216339, 47.42565922553166], [9.387613797010472, 47.42523732559746], [9.387603788422055, 47.42513669338478], [9.387664059207017, 47.42503650438224], [9.387627204381886, 47.42503288839399], [9.387624897602366, 47.42503650805333], [9.387628433861783, 47.42503750105098], [9.38757371995797, 47.425127249915555], [9.387519654237183, 47.425201396232225], [9.387538725249023, 47.42521896941413], [9.387542285478059, 47.42523437500533], [9.387545572171303, 47.425237603439406], [9.38754951969117, 47.425243672739036], [9.38755129626126, 47.42525019250509], [9.387551193919483, 47.42525463868759], [9.38755014101728, 47.425258830993684], [9.387548217707266, 47.42526278606554], [9.387543527505985, 47.42527046751926], [9.387541189193948, 47.42527431263], [9.387536524830326, 47.42528197565395], [9.387515004110785, 47.425317705285025], [9.38746596326151, 47.425398748406366], [9.387408208027818, 47.4254959708783], [9.387229994585987, 47.42579013266604], [9.387219194184409, 47.425787354796874], [9.387211539768119, 47.425783237330755], [9.387166698114811, 47.42585805563609], [9.387065297028709, 47.426025496614926], [9.387027543202015, 47.42608787864076], [9.386918162781573, 47.42626842747318], [9.386975519963968, 47.42629211196569], [9.387089887167415, 47.42610329185035], [9.387088315449553, 47.42609910781249], [9.387087192401175, 47.42609269398297], [9.38708726638996, 47.426089282921076], [9.387088328564294, 47.42608389388089], [9.387091273617344, 47.426077789334165], [9.387213850512905, 47.42587713472207]]], ""type"": ""Polygon""}";Treppenanlage;Lokal;Treppenanlage
47.4271367418,9.3610214793;"{""coordinates"": [[[9.361007750326083, 47.426924687344986], [9.360982354003557, 47.42692259066411], [9.3609583186647, 47.42692884735779], [9.36094078733698, 47.42694262515018], [9.360933968306139, 47.42695938174189], [9.36090500613784, 47.4270457630624], [9.36088776304124, 47.42708958444854], [9.360866015098441, 47.42713197739134], [9.360836450406232, 47.42717969238575], [9.36080005811338, 47.42723985552945], [9.360801512887386, 47.427261782613925], [9.360818359414262, 47.42728039569995], [9.360848717662632, 47.42729139679186], [9.361012565716619, 47.42734027540235], [9.361013342967311, 47.42734050538761], [9.361080283764304, 47.42736047951507], [9.361155185277445, 47.42719894218482], [9.361175598360912, 47.4271547981217], [9.361194765736144, 47.42711327485004], [9.361246865710742, 47.42699726985909], [9.361204997497568, 47.426984732056326], [9.361187267286802, 47.42697942289238], [9.361186892075692, 47.42697931217559], [9.36112357997495, 47.42696035646981], [9.36103199189155, 47.42693148156199], [9.361007750326083, 47.426924687344986]]], ""type"": ""Polygon""}";bedeutende Freiraeume Wohnsiedlung;Lokal;Freiräume von Wohnsiedlungen und Institutionen
47.4277112437,9.38241866135;"{""coordinates"": [[[9.380672634883576, 47.42758567257761], [9.380768341821778, 47.42763832433902], [9.38093314730179, 47.42772944592559], [9.380985027024057, 47.42775783180092], [9.380978740857326, 47.42776322759387], [9.381754267139176, 47.42819233278544], [9.381927061189385, 47.42828791607764], [9.381963041052133, 47.42830782392666], [9.382186564578276, 47.42843146073199], [9.382243288158383, 47.42846284152629], [9.382486866420154, 47.4285975665126], [9.382551002379435, 47.42863296104468], [9.382606313154009, 47.42866267402015], [9.382634175739302, 47.42867812080538], [9.382701675537957, 47.42867384553712], [9.382716270098925, 47.42869555236597], [9.38274832098866, 47.428713322736364], [9.382774284328445, 47.42869256301517], [9.382764081306643, 47.42868691187921], [9.382766268107517, 47.42868507572427], [9.382843311181501, 47.428620846762314], [9.38309020096015, 47.42841503788216], [9.3830923877386, 47.428413201720936], [9.38327919783525, 47.4285167433634], [9.383270835085142, 47.42852372168089], [9.38366035081148, 47.428739425502165], [9.383349186711657, 47.42899894868529], [9.382959441372945, 47.42878350859417], [9.38295107853904, 47.428790486887884], [9.382797576729876, 47.42870546405543], [9.382769831687726, 47.42872524880379], [9.382905936964198, 47.42880071097151], [9.383276011391125, 47.42900610884302], [9.383276588972363, 47.42903389040283], [9.383444858174842, 47.429128854865425], [9.383484645769304, 47.42911143321713], [9.383820236833923, 47.428827755870486], [9.383802515594788, 47.4288180946035], [9.383854730848274, 47.42877360804894], [9.383903730804638, 47.42873183865453], [9.38394742428989, 47.42869288460001], [9.38398776250575, 47.42865281741126], [9.383993410141878, 47.42864519198331], [9.38399800510004, 47.42863633371059], [9.384001317392862, 47.42862430314349], [9.38400156030536, 47.428612450195665], [9.384000991580878, 47.42860777240642], [9.383997131813333, 47.42859430610219], [9.383970530403046, 47.428516526187146], [9.383944419782907, 47.428425692563], [9.383938125937322, 47.428392060286214], [9.383924186917744, 47.42831865562868], [9.383915013126169, 47.42825809924688], [9.383917096079811, 47.42824979607688], [9.383912049367808, 47.42821401055142], [9.383880200148282, 47.42820194201203], [9.383863970342336, 47.42815255252457], [9.38385468614702, 47.428099492376404], [9.38385387481938, 47.4280635096067], [9.383855868724138, 47.42802774053126], [9.383862498393366, 47.42799982865963], [9.38390162701417, 47.42793502249078], [9.383829169754327, 47.42793748357843], [9.383749264054877, 47.42785004742348], [9.383734629652022, 47.427744544655326], [9.383721907940696, 47.42761519500953], [9.38367042653064, 47.427581783389535], [9.383669194630777, 47.42758072449857], [9.383584493117645, 47.427504246144494], [9.383532746719956, 47.42745922398101], [9.383467007085764, 47.42739915160736], [9.383274684885054, 47.42729523520049], [9.383259874712541, 47.42730790005894], [9.383226699295983, 47.4273360786116], [9.383085562493985, 47.427259649760465], [9.383051642732848, 47.42724132703398], [9.383061156414263, 47.42721795508292], [9.383069698812964, 47.427197028623326], [9.3831662338349, 47.42711154474203], [9.383118779023146, 47.42709470032681], [9.383031240445986, 47.427039591867036], [9.38294849280347, 47.42698098393794], [9.382909138405527, 47.42694961718786], [9.382878907168452, 47.42691539789184], [9.382709147989077, 47.42698812316512], [9.382665893627768, 47.42700678148274], [9.382650949214694, 47.42701214307366], [9.382637994989146, 47.42701500604774], [9.382627956007758, 47.42701565174215], [9.382611973267995, 47.4270143641223], [9.382598826164974, 47.42701122043598], [9.382593384904707, 47.42700925167899], [9.382583544726652, 47.42700445092739], [9.382580035851884, 47.42700620495473], [9.382348489463448, 47.42683899354083], [9.382199032073286, 47.42667804315629], [9.382139762603101, 47.4266629354958], [9.382068503554377, 47.426646607916645], [9.382056574149775, 47.42666192323626], [9.381889060529556, 47.42660116818284], [9.381695110554784, 47.42660828878819], [9.381459656722638, 47.426617015457374], [9.381432078967375, 47.42659407823127], [9.381371947707716, 47.42658259240732], [9.381366228279926, 47.4265973354282], [9.381337202469352, 47.42661826419224], [9.381311848808364, 47.42666425043909], [9.381300822370084, 47.426715933775775], [9.38119706826932, 47.426836886047575], [9.381233644905793, 47.42688552902729], [9.381152396432071, 47.426980542900054], [9.381187956357644, 47.42702784445671], [9.381058842781531, 47.427177949764236], [9.380995377344725, 47.42717901640063], [9.38091893874941, 47.42726489841728], [9.380857208983079, 47.4273371458813], [9.380694195302967, 47.427441153764164], [9.38065755258807, 47.42744229130536], [9.380595941560664, 47.427513448002365], [9.38059164583709, 47.42751780268253], [9.380575063361304, 47.427534599527036], [9.380672634883576, 47.42758567257761]]], ""type"": ""Polygon""}";Parkanlagen;Regional;Stadt- und Quartierparks
47.4271283413,9.37223308917;"{""coordinates"": [[[9.371820808921278, 47.42755412818647], [9.371894996238966, 47.427495280580594], [9.37200533390889, 47.42739437081995], [9.372078102145295, 47.4273180030145], [9.372129129700522, 47.42726431999719], [9.372133474521771, 47.42725983886546], [9.372278368256062, 47.427084693683085], [9.372319782131445, 47.427036443556176], [9.372331843223174, 47.427029053293445], [9.37244228205712, 47.426920395108866], [9.372458553092468, 47.42690517912366], [9.372477325848557, 47.42688948942788], [9.372482046494685, 47.4268884207878], [9.37261848303659, 47.42676918797837], [9.372653675880633, 47.42677814469559], [9.372664519916016, 47.42675951972876], [9.372602401403418, 47.42674254756947], [9.372444007822843, 47.42688105009296], [9.37233145259415, 47.426989473787344], [9.372324926926714, 47.42699596172113], [9.372295521308612, 47.42702551346415], [9.37225133642405, 47.42707740867396], [9.372108183388963, 47.42724974468166], [9.372105127783726, 47.42725285472078], [9.372053672492024, 47.42730607704811], [9.371980865696564, 47.427381383857714], [9.371873018992858, 47.4274815231854], [9.371790942500287, 47.4275385234343], [9.371820808921278, 47.42755412818647]]], ""type"": ""Polygon""}";Treppenanlage;Lokal;Treppenanlage
47.4270637407,9.37388287606;"{""coordinates"": [[[9.374034440002246, 47.427222631834816], [9.374067420545206, 47.4272075586508], [9.374078581221788, 47.42721879772688], [9.374133511952161, 47.427193757315095], [9.374151081874956, 47.42718656250211], [9.374068365856976, 47.42709683680061], [9.374018840849445, 47.427047040977676], [9.373965108910486, 47.42699931287821], [9.373907424728952, 47.426953729203206], [9.373846186447825, 47.42691030127389], [9.373781147865913, 47.42686991489666], [9.373667914627113, 47.42680354284953], [9.373640426233298, 47.42684095307231], [9.37363869750695, 47.426849196123335], [9.373687660831896, 47.426954664905736], [9.37371941762877, 47.427010588313145], [9.373753630625153, 47.42706441930868], [9.373772205237362, 47.42709433765475], [9.373787721291365, 47.42711998873102], [9.373807248544553, 47.42714584254651], [9.37383752519783, 47.427183293220224], [9.373862286283662, 47.42720797077303], [9.373882910712288, 47.427226806669594], [9.37395465762677, 47.427292334766456], [9.374043908090092, 47.42725258567789], [9.37403151473264, 47.42724026063075], [9.374045482082387, 47.427233890893646], [9.374034440002246, 47.427222631834816]]], ""type"": ""Polygon""}";Platzflaechen;Regional;Raum mit kulturellen und kommerziellen Angeboten
47.4274422954,9.38757218028;"{""coordinates"": [[[9.387558575724485, 47.42732082596108], [9.387175603454445, 47.42716016657916], [9.387175528565692, 47.42716029379797], [9.38713219591673, 47.42722457825203], [9.38712487375828, 47.4272324390063], [9.387109356151404, 47.42722575503944], [9.387106858630494, 47.427238653671], [9.387106065698237, 47.42724850061665], [9.387107502055231, 47.4272652825514], [9.387110774182746, 47.42727897460112], [9.387119320780624, 47.427302024439044], [9.38712850164422, 47.42731958448999], [9.387136665428503, 47.427332177422485], [9.387147439054441, 47.4273461658527], [9.387159759020323, 47.42735966037414], [9.387176594304506, 47.427375175037554], [9.387186360405094, 47.42738300859918], [9.387199880999942, 47.427392722183036], [9.38722091157314, 47.42740622278419], [9.387244061271264, 47.427420389408255], [9.387266105007615, 47.42743295523859], [9.387299896312996, 47.42745062214763], [9.387319731496058, 47.4274597164272], [9.387381725790796, 47.4274865344293], [9.38742421674212, 47.427504630413125], [9.38778243329387, 47.42765642174364], [9.38789760164971, 47.427705221726676], [9.387906707389524, 47.427705517993324], [9.387912755651373, 47.427704867174356], [9.387923070112711, 47.4277019671584], [9.387929781805273, 47.427698435147576], [9.387937566252743, 47.42769089043282], [9.387942676184588, 47.42768525317873], [9.388056558510444, 47.42755958040007], [9.388080028544296, 47.42753904952496], [9.387558575724485, 47.42732082596108]]], ""type"": ""Polygon""}";Institutionelle Freiraeume;Lokal;Rückzugsräume
47.4275544175,9.37350047123;"{""coordinates"": [[[9.373206759978649, 47.42769451776019], [9.373310526514704, 47.42763537203448], [9.373312657203886, 47.427637090749116], [9.373358754161579, 47.42761082208122], [9.373400544672071, 47.4275871715883], [9.37345171100439, 47.4275639579113], [9.373498407888196, 47.4275461721485], [9.373604617864025, 47.427512680185345], [9.37360321803852, 47.42751064334746], [9.373607058680912, 47.4275094364493], [9.373765341055588, 47.427536367920524], [9.373854346765354, 47.427434814862174], [9.373850740450255, 47.42743298591321], [9.373838641203434, 47.4274207278961], [9.373801979841636, 47.42746109875162], [9.373749244327428, 47.42751188715643], [9.37358983254232, 47.42748488460463], [9.373479677930504, 47.427519639171244], [9.373424296561033, 47.42753959459756], [9.373373079455376, 47.427565058320006], [9.373177825088401, 47.427675739879874], [9.373206759978649, 47.42769451776019]]], ""type"": ""Polygon""}";Treppenanlage;Lokal;Treppenanlage
47.4294478891,9.39522784157;"{""coordinates"": [[[9.395124866219092, 47.42962843057737], [9.395124885364263, 47.42962843523915], [9.395167735483, 47.429553395603385], [9.395401693475762, 47.42914295113639], [9.395124866219092, 47.42962843057737]]], ""type"": ""Polygon""}";Schulanlage;Lokal;Frei zugängliche Räume für Spiel- und Bewegung
47.429821775,9.39621377701;"{""coordinates"": [[[9.395406871039828, 47.42913387101102], [9.395510598292011, 47.42916124387225], [9.395562236706025, 47.429174767434475], [9.395655410915797, 47.429199154807485], [9.39567595678114, 47.42920453767458], [9.395819597767806, 47.42924088218561], [9.39600443449223, 47.429291076568575], [9.395888132603389, 47.42956289878371], [9.395740157288817, 47.42990868975099], [9.39573222859474, 47.42991048843181], [9.395720731005813, 47.429916549089334], [9.395713505754289, 47.42992521847471], [9.395703889182123, 47.429939100910374], [9.395658311238504, 47.43000491179313], [9.395564527227283, 47.42997876234372], [9.395048380206196, 47.429858062197596], [9.395000828034188, 47.429845956581346], [9.39496870401452, 47.429902254016426], [9.394784421644184, 47.43022572509265], [9.394900031828831, 47.43024437122512], [9.39501562919686, 47.43025869895661], [9.395086186457707, 47.43026326263777], [9.395156727516186, 47.43026341807789], [9.39522680190127, 47.43025845315173], [9.39524471313589, 47.43025590071864], [9.395258424087165, 47.43025269963803], [9.395276849049601, 47.430246449781045], [9.395289520056734, 47.430240567236844], [9.3953048663194, 47.430229916037675], [9.395316329283707, 47.43021894371192], [9.395327889067886, 47.43020231070624], [9.395362668768282, 47.43013891465683], [9.395444649832271, 47.43015812957272], [9.395477541189122, 47.43014037965731], [9.395520502518277, 47.43012966574079], [9.396365598139804, 47.43033292593126], [9.396828798877673, 47.43042512316956], [9.396977306897627, 47.430454679448324], [9.396998569155157, 47.43022901293343], [9.397014191568903, 47.43006301654911], [9.397064743368741, 47.429527537823084], [9.396779447383553, 47.429383680125916], [9.396332028575667, 47.42915758334925], [9.396267559546517, 47.42912746512893], [9.396199880264126, 47.42910054116104], [9.3961290244748, 47.42907736867547], [9.396055919335076, 47.42905792296697], [9.39585124114188, 47.4290042679924], [9.395741944441879, 47.42919726668497], [9.395581043149662, 47.42915510569905], [9.3954189396958, 47.42911269493951], [9.395406871039828, 47.42913387101102]]], ""type"": ""Polygon""}";Schulanlage;Lokal;Frei zugängliche Räume für Spiel- und Bewegung
47.4305036159,9.39573999434;"{""coordinates"": [[[9.395444649832271, 47.43015812957272], [9.39543211392615, 47.43017417632596], [9.39540926711958, 47.430219907421055], [9.395408472631113, 47.430221738242274], [9.3954084119998, 47.43022189221582], [9.395407757974791, 47.43022357670887], [9.395407637042736, 47.4302238936472], [9.395407017452332, 47.43022579348245], [9.395406968748901, 47.43022591126649], [9.395406442571536, 47.43022782751403], [9.395406338195544, 47.430228234140905], [9.3954059491758, 47.43022991414735], [9.395405903447653, 47.43023011285297], [9.39540556178219, 47.43023199898604], [9.395405550184885, 47.430232044166786], [9.395405313199166, 47.43023389254011], [9.395405281051897, 47.43023410001264], [9.39540513119805, 47.43023579396378], [9.395405105331944, 47.430236172270824], [9.395405030985929, 47.43023811685629], [9.39540503528357, 47.43023823374301], [9.395405054350611, 47.430240194740826], [9.395405067574123, 47.430240554392256], [9.39540517212017, 47.43024231601144], [9.395405190329235, 47.43024245065644], [9.395405392916592, 47.430244354565914], [9.395405395891881, 47.43024443548746], [9.395405687925221, 47.43024624791375], [9.395405723351644, 47.43024649022984], [9.395406126676663, 47.4302484447221], [9.395406143563381, 47.43024854340194], [9.39540663864857, 47.43025046935003], [9.395406775422193, 47.43025094386924], [9.395407256953263, 47.43025250117458], [9.395407360945217, 47.43025280530804], [9.395407983243794, 47.430254585152284], [9.395408012389057, 47.43025465663388], [9.395408769173924, 47.43025648818255], [9.39540881322243, 47.43025660439628], [9.395409591879668, 47.430258309618225], [9.39540972138039, 47.430258586329174], [9.395410664330491, 47.43026043271977], [9.39541072129862, 47.43026053971787], [9.395411756008949, 47.43026235756431], [9.395412010051599, 47.43026277611683], [9.395412954020257, 47.430264289605496], [9.395413108368619, 47.43026452091134], [9.395414285526263, 47.43026624637726], [9.395415594194962, 47.430267942625996], [9.395415692236329, 47.43026808491627], [9.395416968123348, 47.430269610779234], [9.39541719037607, 47.43026988591983], [9.395418697137954, 47.430271560821026], [9.395418780276083, 47.43027165837918], [9.395420351636496, 47.4302732872023], [9.395420709697971, 47.43027365001249], [9.395422112137446, 47.43027501178889], [9.395422331745493, 47.43027521499923], [9.39542400547187, 47.430276743123436], [9.395425770627932, 47.43027823371225], [9.395425921009291, 47.430278357122624], [9.395427587793398, 47.4302796964298], [9.395427901475855, 47.43027993403492], [9.395429850813677, 47.430281385517844], [9.395429946540961, 47.43028146486908], [9.39543196014678, 47.43028286128259], [9.395432408646212, 47.430283159583425], [9.395434174821037, 47.43028431727013], [9.395434432857673, 47.43028448384228], [9.395436521667666, 47.43028576202298], [9.395438675406782, 47.43028700311691], [9.395438851627583, 47.43028710809603], [9.395440866913313, 47.430288189589994], [9.395441232274594, 47.43028839033262], [9.395443555953493, 47.43028956557107], [9.395443690770458, 47.43028962626674], [9.395446051886132, 47.430290737893195], [9.395446577903847, 47.43029098090017], [9.39544863957912, 47.43029188167102], [9.395448949294545, 47.430292011380644], [9.395451358783236, 47.43029299623162], [9.395453819620128, 47.430293935228725], [9.395454021349765, 47.4302940127853], [9.39545630497415, 47.430294819829435], [9.395456721353103, 47.43029496572694], [9.39545933788765, 47.43029581211911], [9.395459472043452, 47.43029585483219], [9.395462139595644, 47.43029664637925], [9.395462702388945, 47.43029680779158], [9.395464979071024, 47.43029742601855], [9.395465313964705, 47.43029751931434], [9.395467962977175, 47.43029816722498], [9.395572797052337, 47.4303222943007], [9.395572519075577, 47.43032302775484], [9.395549916210566, 47.43038152132378], [9.3955449868547, 47.43039421841453], [9.395543134120654, 47.43039900013803], [9.395376107828394, 47.43035983052807], [9.395313832509107, 47.43034648980709], [9.395254657731673, 47.43033814381598], [9.395212369734853, 47.430334721125185], [9.395193352396694, 47.43033315371112], [9.395171273919452, 47.430377792119884], [9.39504428203363, 47.43062841764747], [9.395043194667085, 47.430630577310886], [9.395042131487491, 47.430632673586686], [9.395068210998119, 47.43063879986405], [9.395254314434426, 47.430682946141246], [9.3952684254834, 47.43068629701535], [9.395547621498942, 47.4307525286477], [9.395855623686062, 47.430817165204864], [9.39612228435485, 47.43086517312554], [9.396130530517961, 47.430847129668926], [9.396365598139804, 47.43033292593126], [9.395520502518277, 47.43012966574079], [9.395477541189122, 47.43014037965731], [9.395444649832271, 47.43015812957272]]], ""type"": ""Polygon""}";Kirche;Lokal;Raum mit kulturellen und kommerziellen Angeboten
47.4299632321,9.39568717658;"{""coordinates"": [[[9.395658311238504, 47.43000491179313], [9.395703889182123, 47.429939100910374], [9.395699329307801, 47.4299456835194], [9.395658311238504, 47.43000491179313]]], ""type"": ""Polygon""}";Schulanlage;Lokal;Frei zugängliche Räume für Spiel- und Bewegung
47.4306886399,9.39662687148;"{""coordinates"": [[[9.396977306897627, 47.430454679448324], [9.39697730663297, 47.43045468225724], [9.396828798877673, 47.43042512316956], [9.396365598470556, 47.43033293492257], [9.396122284685566, 47.43086518211681], [9.397024786142568, 47.431027582237796], [9.397030787265113, 47.43089160958403], [9.39703697411411, 47.430749875769045], [9.397034370986866, 47.43073678442215], [9.396990425199784, 47.43051933653404], [9.396977319883312, 47.43045468203276], [9.396977306897627, 47.430454679448324]]], ""type"": ""Polygon""}";Halbprivater Freiraum Siedlung;Lokal;Freiräume von Wohnsiedlungen und Institutionen
47.4304448283,9.39692780414;"{""coordinates"": [[[9.396977306897627, 47.430454679448324], [9.396828798877673, 47.43042512316956], [9.39697730663297, 47.43045468225724], [9.396977306897627, 47.430454679448324]]], ""type"": ""Polygon""}";Schulanlage;Lokal;Frei zugängliche Räume für Spiel- und Bewegung
47.4291634097,9.397040362;"{""coordinates"": [[[9.39722707062183, 47.42907590522473], [9.397289142931067, 47.42900864248675], [9.397208799159916, 47.42900452761979], [9.39707066877152, 47.42899751154093], [9.396818603670063, 47.42929155433869], [9.396961660199446, 47.429363606756226], [9.397014437814647, 47.42930639735117], [9.39722707062183, 47.42907590522473]]], ""type"": ""Polygon""}";Spielplatz;Lokal;Frei zugängliche Räume für Spiel- und Bewegung
47.4301857113,9.37251889689;"{""coordinates"": [[[9.372747154991156, 47.43064934417484], [9.372658132034482, 47.43059739273148], [9.372666019778341, 47.43059116090271], [9.372745897382023, 47.43063772333661], [9.373265563565475, 47.430226625410455], [9.372851695050175, 47.429985662780076], [9.372348008430118, 47.429692238531814], [9.37182809141725, 47.43010304866962], [9.371830109808823, 47.430104229480335], [9.37177378874581, 47.430147681453626], [9.371870646657268, 47.43020403690507], [9.372163038662396, 47.43037421496498], [9.372367012988683, 47.430492979323695], [9.372482782093815, 47.4305603718651], [9.372617078014832, 47.43063591130143], [9.372622157365441, 47.43063229955771], [9.37268586724063, 47.430669586937334], [9.372747154991156, 47.43064934417484]]], ""type"": ""Polygon""}";Sportflaechen;Lokal;Zweckgebundene Freiräume
