,coord_x,coord_y,city,canton,year,street_name,street_number,multiple_floors,num_rooms,area,kitchen,status,floor
10241,2746652.8,1253909.2,St. Gallen,SG,1919.0,Möslenstrasse,3,1,9,140.0,1.0,3004,1
10242,2746740.7,1253886.7,St. Gallen,SG,1929.0,Bitzistrasse,22,1,10,250.0,1.0,3004,1
10243,2746676.2,1253854.5,St. Gallen,SG,1999.0,Bitzistrasse,16,1,5,201.0,1.0,3004,1
10244,2746819.2,1253846.8,St. Gallen,SG,,Biserhofstrasse,27a,1,6,210.0,1.0,3003,1
10245,2746621.9,1253939.6,St. Gallen,SG,1920.0,Möslenstrasse,7,1,7,150.0,1.0,3004,1
10246,2746894.0,1253897.4,St. Gallen,SG,1918.0,Bitzistrasse,44,0,3,85.0,1.0,3004,1
10247,2746894.0,1253897.4,St. Gallen,SG,1918.0,Bitzistrasse,44,0,4,100.0,1.0,3004,2
10248,2746681.2,1253802.0,St. Gallen,SG,1918.0,Gellertstrasse,3,0,5,165.0,1.0,3004,1
10249,2746681.2,1253802.0,St. Gallen,SG,1918.0,Gellertstrasse,3,0,5,165.0,1.0,3004,2
10250,2746681.2,1253802.0,St. Gallen,SG,1918.0,Gellertstrasse,3,0,5,165.0,1.0,3004,3
10251,2746681.2,1253802.0,St. Gallen,SG,1918.0,Gellertstrasse,3,0,5,165.0,1.0,3004,4
10252,2746849.4,1253867.7,St. Gallen,SG,1925.0,Bitzistrasse,30a,1,6,120.0,1.0,3004,1
10253,2746583.8,1253917.2,St. Gallen,SG,1918.0,Flüelistrasse,7,0,5,,1.0,3004,1
10254,2746583.8,1253917.2,St. Gallen,SG,1918.0,Flüelistrasse,7,0,5,,1.0,3004,2
10255,2746647.4,1253954.0,St. Gallen,SG,1919.0,Möslenstrasse,9,1,7,140.0,1.0,3004,1
10256,2746784.4,1253817.7,St. Gallen,SG,1918.0,Gessnerstrasse,20,1,7,190.0,1.0,3004,1
